date_time,Horsham_maxtempC,Horsham_mintempC,Horsham_totalSnow_cm,Horsham_sunHour,Horsham_uvIndex,Horsham_uvIndex,Horsham_moon_illumination,Horsham_moonrise,Horsham_moonset,Horsham_sunrise,Horsham_sunset,Horsham_DewPointC,Horsham_FeelsLikeC,Horsham_HeatIndexC,Horsham_WindChillC,Horsham_WindGustKmph,Horsham_cloudcover,Horsham_humidity,Horsham_precipMM,Horsham_pressure,Horsham_tempC,Horsham_visibility,Horsham_winddirDegree,Horsham_windspeedKmph
2020-04-10 03:00:00,20,7,0.0,9.2,5,1,76,11:29 PM,07:52 AM,06:23 AM,08:00 PM,6,7,8,7,12,6,88,0.0,1025,8,10,67,6
2020-04-10 06:00:00,20,7,0.0,9.2,5,3,76,11:29 PM,07:52 AM,06:23 AM,08:00 PM,6,6,7,6,12,7,90,0.0,1025,7,10,83,6
2020-04-10 09:00:00,20,7,0.0,9.2,5,4,76,11:29 PM,07:52 AM,06:23 AM,08:00 PM,9,12,13,12,7,7,78,0.0,1025,13,10,121,6
2020-04-10 12:00:00,20,7,0.0,9.2,5,5,76,11:29 PM,07:52 AM,06:23 AM,08:00 PM,12,19,19,19,11,8,67,0.0,1024,19,10,156,10
2020-04-10 15:00:00,20,7,0.0,9.2,5,5,76,11:29 PM,07:52 AM,06:23 AM,08:00 PM,14,20,20,20,18,75,66,0.3,1022,20,10,155,14
2020-04-10 18:00:00,20,7,0.0,9.2,5,4,76,11:29 PM,07:52 AM,06:23 AM,08:00 PM,14,18,18,18,15,76,80,1.2,1022,18,9,153,9
2020-04-10 21:00:00,20,7,0.0,9.2,5,1,76,11:29 PM,07:52 AM,06:23 AM,08:00 PM,11,13,13,13,11,78,90,0.3,1023,13,10,146,5
2020-04-11 00:00:00,21,10,0.0,9.3,4,1,68,No moonrise,08:21 AM,06:20 AM,08:02 PM,10,11,11,11,13,83,92,0.3,1023,11,10,149,6
2020-04-11 03:00:00,21,10,0.0,9.3,4,1,68,No moonrise,08:21 AM,06:20 AM,08:02 PM,9,9,10,9,13,7,91,0.0,1023,10,10,175,6
2020-04-11 06:00:00,21,10,0.0,9.3,4,3,68,No moonrise,08:21 AM,06:20 AM,08:02 PM,8,10,10,10,9,7,91,0.0,1023,10,10,185,5
2020-04-11 09:00:00,21,10,0.0,9.3,4,4,68,No moonrise,08:21 AM,06:20 AM,08:02 PM,11,15,15,15,6,9,78,0.0,1023,15,10,177,5
2020-04-11 12:00:00,21,10,0.0,9.3,4,5,68,No moonrise,08:21 AM,06:20 AM,08:02 PM,12,19,19,19,6,11,65,0.0,1023,19,10,221,5
2020-04-11 15:00:00,21,10,0.0,9.3,4,5,68,No moonrise,08:21 AM,06:20 AM,08:02 PM,13,21,24,21,9,82,60,0.1,1021,21,10,214,8
2020-04-11 18:00:00,21,10,0.0,9.3,4,4,68,No moonrise,08:21 AM,06:20 AM,08:02 PM,15,18,18,18,17,79,82,0.6,1021,18,10,231,10
2020-04-11 21:00:00,21,10,0.0,9.3,4,1,68,No moonrise,08:21 AM,06:20 AM,08:02 PM,12,12,13,12,17,88,92,0.5,1021,13,10,313,9
2020-04-12 00:00:00,18,9,0.0,10.4,3,1,61,12:49 AM,08:58 AM,06:18 AM,08:03 PM,9,10,10,10,8,73,93,0.5,1020,10,10,305,4
2020-04-12 03:00:00,18,9,0.0,10.4,3,1,61,12:49 AM,08:58 AM,06:18 AM,08:03 PM,9,10,10,10,4,12,93,0.0,1017,10,10,192,2
2020-04-12 06:00:00,18,9,0.0,10.4,3,2,61,12:49 AM,08:58 AM,06:18 AM,08:03 PM,8,8,9,8,13,28,95,0.0,1016,9,2,187,6
2020-04-12 09:00:00,18,9,0.0,10.4,3,4,61,12:49 AM,08:58 AM,06:18 AM,08:03 PM,11,14,14,14,6,23,83,0.0,1014,14,10,187,6
2020-04-12 12:00:00,18,9,0.0,10.4,3,5,61,12:49 AM,08:58 AM,06:18 AM,08:03 PM,12,17,17,17,9,30,70,0.0,1013,17,10,131,8
2020-04-12 15:00:00,18,9,0.0,10.4,3,5,61,12:49 AM,08:58 AM,06:18 AM,08:03 PM,12,18,18,18,16,11,67,0.0,1012,18,10,128,13
2020-04-12 18:00:00,18,9,0.0,10.4,3,4,61,12:49 AM,08:58 AM,06:18 AM,08:03 PM,13,16,16,16,22,89,82,1.3,1012,16,9,87,12
2020-04-12 21:00:00,18,9,0.0,10.4,3,1,61,12:49 AM,08:58 AM,06:18 AM,08:03 PM,8,14,16,14,52,74,87,0.1,1016,14,10,56,32
2020-04-13 00:00:00,10,3,0.0,11.6,3,1,53,02:01 AM,09:44 AM,06:16 AM,08:05 PM,4,3,7,3,48,30,81,0.0,1020,7,10,60,28
2020-04-13 03:00:00,10,3,0.0,11.6,3,1,53,02:01 AM,09:44 AM,06:16 AM,08:05 PM,4,3,7,3,42,100,82,0.0,1022,7,10,47,27
2020-04-13 06:00:00,10,3,0.0,11.6,3,2,53,02:01 AM,09:44 AM,06:16 AM,08:05 PM,2,2,6,2,36,100,74,0.0,1025,6,10,54,25
2020-04-13 09:00:00,10,3,0.0,11.6,3,3,53,02:01 AM,09:44 AM,06:16 AM,08:05 PM,1,3,7,3,33,45,65,0.0,1027,7,10,57,28
2020-04-13 12:00:00,10,3,0.0,11.6,3,3,53,02:01 AM,09:44 AM,06:16 AM,08:05 PM,2,6,9,6,31,6,60,0.0,1029,9,10,64,27
2020-04-13 15:00:00,10,3,0.0,11.6,3,4,53,02:01 AM,09:44 AM,06:16 AM,08:05 PM,3,7,10,7,26,0,61,0.0,1028,10,10,62,23
2020-04-13 18:00:00,10,3,0.0,11.6,3,3,53,02:01 AM,09:44 AM,06:16 AM,08:05 PM,3,5,8,5,24,1,72,0.0,1030,8,10,58,15
2020-04-13 21:00:00,10,3,0.0,11.6,3,1,53,02:01 AM,09:44 AM,06:16 AM,08:05 PM,0,0,3,0,20,4,82,0.0,1031,3,10,70,11
2020-04-14 00:00:00,15,1,0.0,11.6,3,1,46,03:01 AM,10:39 AM,06:14 AM,08:07 PM,0,-0,2,-0,11,4,89,0.0,1032,2,10,80,6
2020-04-14 03:00:00,15,1,0.0,11.6,3,1,46,03:01 AM,10:39 AM,06:14 AM,08:07 PM,-1,-0,1,-0,7,7,88,0.0,1030,1,10,84,4
2020-04-14 06:00:00,15,1,0.0,11.6,3,2,46,03:01 AM,10:39 AM,06:14 AM,08:07 PM,-2,1,1,1,3,13,85,0.0,1031,1,10,43,2
2020-04-14 09:00:00,15,1,0.0,11.6,3,3,46,03:01 AM,10:39 AM,06:14 AM,08:07 PM,0,5,6,5,6,20,64,0.0,1030,6,10,70,5
2020-04-14 12:00:00,15,1,0.0,11.6,3,4,46,03:01 AM,10:39 AM,06:14 AM,08:07 PM,4,13,13,13,3,2,54,0.0,1029,13,10,139,3
2020-04-14 15:00:00,15,1,0.0,11.6,3,5,46,03:01 AM,10:39 AM,06:14 AM,08:07 PM,5,15,15,15,4,0,52,0.0,1027,15,10,143,4
2020-04-14 18:00:00,15,1,0.0,11.6,3,4,46,03:01 AM,10:39 AM,06:14 AM,08:07 PM,7,13,13,13,2,2,68,0.0,1027,13,10,218,2
2020-04-14 21:00:00,15,1,0.0,11.6,3,1,46,03:01 AM,10:39 AM,06:14 AM,08:07 PM,3,9,13,9,4,4,74,0.0,1027,9,10,156,2
2020-04-15 00:00:00,16,2,0.0,11.6,4,1,38,03:48 AM,11:43 AM,06:11 AM,08:08 PM,2,5,5,5,1,8,81,0.0,1027,5,10,225,1
2020-04-15 03:00:00,16,2,0.0,11.6,4,1,38,03:48 AM,11:43 AM,06:11 AM,08:08 PM,0,2,2,2,4,18,87,0.0,1025,2,10,234,2
2020-04-15 06:00:00,16,2,0.0,11.6,4,2,38,03:48 AM,11:43 AM,06:11 AM,08:08 PM,1,4,4,4,6,13,85,0.0,1025,4,10,192,3
2020-04-15 09:00:00,16,2,0.0,11.6,4,3,38,03:48 AM,11:43 AM,06:11 AM,08:08 PM,4,9,10,9,6,12,68,0.0,1024,10,10,172,6
2020-04-15 12:00:00,16,2,0.0,11.6,4,4,38,03:48 AM,11:43 AM,06:11 AM,08:08 PM,5,13,14,13,8,11,55,0.0,1023,14,10,137,7
2020-04-15 15:00:00,16,2,0.0,11.6,4,5,38,03:48 AM,11:43 AM,06:11 AM,08:08 PM,7,16,16,16,9,6,56,0.0,1021,16,10,120,8
2020-04-15 18:00:00,16,2,0.0,11.6,4,4,38,03:48 AM,11:43 AM,06:11 AM,08:08 PM,11,13,15,13,6,1,74,0.0,1020,13,10,91,6
2020-04-15 21:00:00,16,2,0.0,11.6,4,1,38,03:48 AM,11:43 AM,06:11 AM,08:08 PM,7,9,9,9,13,3,86,0.0,1020,9,10,104,6
2020-04-16 00:00:00,17,5,0.0,11.6,4,1,30,04:23 AM,12:50 PM,06:09 AM,08:10 PM,6,7,8,7,8,3,89,0.0,1019,8,10,125,4
2020-04-16 03:00:00,17,5,0.0,11.6,4,1,30,04:23 AM,12:50 PM,06:09 AM,08:10 PM,6,8,8,8,5,0,87,0.0,1017,8,10,47,3
2020-04-16 06:00:00,17,5,0.0,11.6,4,2,30,04:23 AM,12:50 PM,06:09 AM,08:10 PM,3,4,5,4,9,46,86,0.0,1016,5,10,81,4
2020-04-16 09:00:00,17,5,0.0,11.6,4,4,30,04:23 AM,12:50 PM,06:09 AM,08:10 PM,6,10,11,10,9,52,71,0.0,1016,11,10,93,8
2020-04-16 12:00:00,17,5,0.0,11.6,4,5,30,04:23 AM,12:50 PM,06:09 AM,08:10 PM,9,16,16,16,13,7,63,0.0,1016,16,10,116,12
2020-04-16 15:00:00,17,5,0.0,11.6,4,5,30,04:23 AM,12:50 PM,06:09 AM,08:10 PM,11,17,17,17,15,39,66,0.0,1015,17,10,103,12
2020-04-16 18:00:00,17,5,0.0,11.6,4,5,30,04:23 AM,12:50 PM,06:09 AM,08:10 PM,12,15,15,15,18,19,82,0.0,1015,15,10,85,11
2020-04-16 21:00:00,17,5,0.0,11.6,4,1,30,04:23 AM,12:50 PM,06:09 AM,08:10 PM,9,9,10,9,27,51,92,0.1,1016,10,10,77,13
2020-04-17 00:00:00,15,6,0.0,9.3,3,1,23,04:50 AM,01:59 PM,06:07 AM,08:12 PM,8,6,9,6,29,58,96,0.1,1018,9,10,80,15
2020-04-17 03:00:00,15,6,0.0,9.3,3,1,23,04:50 AM,01:59 PM,06:07 AM,08:12 PM,4,3,6,3,26,22,91,0.0,1017,6,10,71,14
2020-04-17 06:00:00,15,6,0.0,9.3,3,3,23,04:50 AM,01:59 PM,06:07 AM,08:12 PM,5,3,6,3,28,54,94,0.0,1017,6,10,62,17
2020-04-17 09:00:00,15,6,0.0,9.3,3,4,23,04:50 AM,01:59 PM,06:07 AM,08:12 PM,7,8,11,8,28,29,78,0.0,1017,11,10,79,24
2020-04-17 12:00:00,15,6,0.0,9.3,3,4,23,04:50 AM,01:59 PM,06:07 AM,08:12 PM,9,12,14,12,32,47,73,0.0,1016,14,10,87,26
2020-04-17 15:00:00,15,6,0.0,9.3,3,3,23,04:50 AM,01:59 PM,06:07 AM,08:12 PM,11,13,15,13,37,100,76,0.3,1015,15,10,86,27
2020-04-17 18:00:00,15,6,0.0,9.3,3,3,23,04:50 AM,01:59 PM,06:07 AM,08:12 PM,8,8,11,8,39,100,83,0.5,1015,11,2,86,24
2020-04-17 21:00:00,15,6,0.0,9.3,3,1,23,04:50 AM,01:59 PM,06:07 AM,08:12 PM,6,4,7,4,32,95,89,0.6,1016,7,2,73,19
2020-04-18 00:00:00,12,5,0.0,7.0,2,1,15,05:12 AM,03:07 PM,06:05 AM,08:13 PM,4,4,6,4,22,100,84,0.6,1017,6,2,66,13
2020-04-18 03:00:00,12,5,0.0,7.0,2,1,15,05:12 AM,03:07 PM,06:05 AM,08:13 PM,2,3,6,3,18,100,78,0.0,1016,6,10,59,12
2020-04-18 06:00:00,12,5,0.0,7.0,2,1,15,05:12 AM,03:07 PM,06:05 AM,08:13 PM,4,1,5,1,22,100,95,0.0,1017,5,10,64,15
2020-04-18 09:00:00,12,5,0.0,7.0,2,2,15,05:12 AM,03:07 PM,06:05 AM,08:13 PM,5,3,6,3,21,100,93,2.4,1018,6,9,65,14
2020-04-18 12:00:00,12,5,0.0,7.0,2,2,15,05:12 AM,03:07 PM,06:05 AM,08:13 PM,6,8,10,8,17,100,79,1.8,1019,10,9,60,15
2020-04-18 15:00:00,12,5,0.0,7.0,2,3,15,05:12 AM,03:07 PM,06:05 AM,08:13 PM,7,11,12,11,13,98,74,0.0,1018,12,10,53,11
2020-04-18 18:00:00,12,5,0.0,7.0,2,3,15,05:12 AM,03:07 PM,06:05 AM,08:13 PM,8,10,11,10,17,80,78,0.0,1019,11,10,68,12
2020-04-18 21:00:00,12,5,0.0,7.0,2,1,15,05:12 AM,03:07 PM,06:05 AM,08:13 PM,5,5,6,5,18,38,90,0.0,1020,6,10,71,9
2020-04-19 00:00:00,14,4,0.0,11.6,4,1,8,05:30 AM,04:15 PM,06:03 AM,08:15 PM,3,3,4,3,13,34,91,0.0,1021,4,10,52,6
2020-04-19 03:00:00,14,4,0.0,11.6,4,1,8,05:30 AM,04:15 PM,06:03 AM,08:15 PM,3,3,4,3,13,34,92,0.0,1021,4,10,50,6
2020-04-19 06:00:00,14,4,0.0,11.6,4,1,8,05:30 AM,04:15 PM,06:03 AM,08:15 PM,4,2,4,2,12,40,96,0.0,1022,4,2,47,7
2020-04-19 09:00:00,14,4,0.0,11.6,4,4,8,05:30 AM,04:15 PM,06:03 AM,08:15 PM,5,8,10,8,16,22,70,0.0,1022,10,10,64,14
2020-04-19 12:00:00,14,4,0.0,11.6,4,4,8,05:30 AM,04:15 PM,06:03 AM,08:15 PM,7,12,14,12,19,21,63,0.0,1022,14,10,72,17
2020-04-19 15:00:00,14,4,0.0,11.6,4,4,8,05:30 AM,04:15 PM,06:03 AM,08:15 PM,8,13,14,13,24,4,64,0.0,1019,14,10,71,20
2020-04-19 18:00:00,14,4,0.0,11.6,4,4,8,05:30 AM,04:15 PM,06:03 AM,08:15 PM,8,10,12,10,26,15,79,0.0,1020,12,10,65,16
2020-04-19 21:00:00,14,4,0.0,11.6,4,1,8,05:30 AM,04:15 PM,06:03 AM,08:15 PM,3,9,11,9,33,9,80,0.0,1021,9,10,60,17
2020-04-20 00:00:00,14,3,0.0,11.6,4,1,0,05:46 AM,05:23 PM,06:01 AM,08:17 PM,2,1,4,1,28,21,89,0.0,1021,4,10,52,15
2020-04-20 03:00:00,14,3,0.0,11.6,4,1,0,05:46 AM,05:23 PM,06:01 AM,08:17 PM,2,0,3,0,26,10,93,0.0,1020,3,10,45,13
2020-04-20 06:00:00,14,3,0.0,11.6,4,2,0,05:46 AM,05:23 PM,06:01 AM,08:17 PM,4,1,5,1,28,20,93,0.0,1020,5,10,42,15
2020-04-20 09:00:00,14,3,0.0,11.6,4,4,0,05:46 AM,05:23 PM,06:01 AM,08:17 PM,6,8,11,8,29,3,74,0.0,1019,11,10,68,24
2020-04-20 12:00:00,14,3,0.0,11.6,4,4,0,05:46 AM,05:23 PM,06:01 AM,08:17 PM,7,12,14,12,32,0,64,0.0,1019,14,10,73,28
2020-04-20 15:00:00,14,3,0.0,11.6,4,4,0,05:46 AM,05:23 PM,06:01 AM,08:17 PM,8,12,14,12,36,0,64,0.0,1017,14,10,70,29
2020-04-20 18:00:00,14,3,0.0,11.6,4,4,0,05:46 AM,05:23 PM,06:01 AM,08:17 PM,7,9,11,9,37,0,74,0.0,1018,11,10,67,23
2020-04-20 21:00:00,14,3,0.0,11.6,4,1,0,05:46 AM,05:23 PM,06:01 AM,08:17 PM,3,4,7,4,39,0,78,0.0,1019,7,10,55,21
